coverage_key,op,primitive,op_branch,op_yaml_path,class_name,dispatch_enable,dispatch_kind,dispatch_ascend,aclnn,aclnn_source,infer,pyboost,kbk,bprop,ut,st,docs_cn,docs_en,infer_evidence,pyboost_evidence,kbk_evidence,bprop_evidence,ut_evidence,st_evidence,docs_cn_evidence,docs_en_evidence
reflection_pad_3d_grad::ReflectionPad3DGrad,reflection_pad_3d_grad,ReflectionPad3DGrad,reflection_pad_3d_grad_op.yaml,mindspore/ops/op_def/yaml/reflection_pad_3d_grad_op.yaml,ReflectionPad3DGrad,True,auto_generate,default,"[""aclnnReflectionPad3dBackward""]","aclnn_config,auto_generate_source",true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/reflection_pad_3d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/reflection_pad_3d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/reflection_pad_3d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/reflection_pad_3d_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/reflection_pad_3d_grad_aclnn_kernel.h""]",[],[],[],[],[]
relu::ReLU,relu,ReLU,relu_op.yaml,mindspore/ops/op_def/yaml/relu_op.yaml,ReLU,True,auto_generate,default,"[""aclnnRelu""]","aclnn_config,auto_generate_source",true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/relu.cc"", ""mindspore/ops/infer/ops_func_impl/relu.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/relu.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_relu.cc""]","[""tests/st/ops/ascend/test_acl_ops/test_relu.py"", ""tests/st/ops/ascend/test_tbe_ops/test_relu.py"", ""tests/st/ops/test_ops_relu.py""]",[],"[""mindspore/ops/op_def/yaml/doc/relu_doc.yaml""]"
relu6::ReLU6,relu6,ReLU6,relu6_op.yaml,mindspore/ops/op_def/yaml/relu6_op.yaml,ReLU6,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/relu6.cc"", ""mindspore/ops/infer/ops_func_impl/relu6.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_relu6.cc""]","[""tests/st/ops/cpu/test_relu6_op.py"", ""tests/st/ops/gpu/test_relu6_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/relu6_doc.yaml""]"
relu6_grad::ReLU6Grad,relu6_grad,ReLU6Grad,relu6_grad_op.yaml,mindspore/ops/op_def/yaml/relu6_grad_op.yaml,ReLU6Grad,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/relu6_grad.cc"", ""mindspore/ops/infer/ops_func_impl/relu6_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_relu6_grad.cc""]","[""tests/st/ops/cpu/test_relu6_grad_op.py"", ""tests/st/ops/gpu/test_relu6_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/relu6_grad_doc.yaml""]"
relu_grad::ReluGrad,relu_grad,ReluGrad,relu_grad_op.yaml,mindspore/ops/op_def/yaml/relu_grad_op.yaml,ReluGrad,True,customize,ReluGradAscend,"[""aclnnThresholdBackward""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/relu_grad.cc"", ""mindspore/ops/infer/ops_func_impl/relu_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/relu_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/relu_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/relu_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/relu_grad_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_relu_grad.cc""]","[""tests/st/ops/ascend/test_tbe_ops/test_relu_grad.py""]",[],"[""mindspore/ops/op_def/yaml/doc/relu_grad_doc.yaml""]"
remainder_scalar_tensor::RemainderScalarTensor,remainder_scalar_tensor,RemainderScalarTensor,remainder_scalar_tensor_op.yaml,mindspore/ops/op_def/yaml/remainder_scalar_tensor_op.yaml,RemainderScalarTensor,True,auto_generate,default,"[""aclnnRemainderScalarTensor""]",auto_generate_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/remainder_scalar_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/remainder_scalar_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/remainder_scalar_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/remainder_scalar_tensor_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/remainder_scalar_tensor_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_remainder_scalar_tensor.cc""]",[],[],[]
remainder_tensor_scalar::RemainderTensorScalar,remainder_tensor_scalar,RemainderTensorScalar,remainder_tensor_scalar_op.yaml,mindspore/ops/op_def/yaml/remainder_tensor_scalar_op.yaml,RemainderTensorScalar,True,auto_generate,default,"[""aclnnRemainderTensorScalar""]",auto_generate_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/remainder_tensor_scalar.cc"", ""mindspore/ops/infer/ops_func_impl/remainder_tensor_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/remainder_tensor_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/remainder_tensor_scalar_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/remainder_tensor_scalar_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_remainder_tensor_scalar.cc""]",[],[],[]
remainder_tensor_tensor::RemainderTensorTensor,remainder_tensor_tensor,RemainderTensorTensor,remainder_tensor_tensor_op.yaml,mindspore/ops/op_def/yaml/remainder_tensor_tensor_op.yaml,RemainderTensorTensor,True,auto_generate,default,"[""aclnnRemainderTensorTensor""]",auto_generate_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/remainder_tensor_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/remainder_tensor_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/remainder_tensor_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_remainder_tensor_tensor.cc""]",[],[],[]
repeat::Repeat,repeat,Repeat,repeat_op.yaml,mindspore/ops/op_def/yaml/repeat_op.yaml,Repeat,True,auto_generate,default,"[""aclnnRepeat""]",auto_generate_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/repeat.cc"", ""mindspore/ops/infer/ops_func_impl/repeat.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/repeat.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/repeat_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/repeat_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_repeat.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/repeat_doc.yaml""]"
repeat_interleave_grad::RepeatInterleaveGrad,repeat_interleave_grad,RepeatInterleaveGrad,repeat_interleave_grad_op.yaml,mindspore/ops/op_def/yaml/repeat_interleave_grad_op.yaml,RepeatInterleaveGrad,True,customize,RepeatInterleaveGradAscend,"[""aclnnRepeatInterleaveGrad""]",customize_source,true,true,true,false,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/repeat_interleave_grad.cc"", ""mindspore/ops/infer/ops_func_impl/repeat_interleave_grad.h"", ""mindspore/ops/infer/symbol_ops_impl/repeat_interleave_grad.cc""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_grad_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_repeat_interleave_grad.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/repeat_interleave_grad_doc.yaml""]"
repeat_interleave_int::RepeatInterleaveInt,repeat_interleave_int,RepeatInterleaveInt,repeat_interleave_int_op.yaml,mindspore/ops/op_def/yaml/repeat_interleave_int_op.yaml,RepeatInterleaveInt,True,customize,RepeatInterleaveIntAscend,"[""aclnnRepeatInterleaveInt"", ""aclnnRepeatInterleaveIntWithDim""]",customize_source,true,true,true,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/repeat_interleave_int.cc"", ""mindspore/ops/infer/ops_func_impl/repeat_interleave_int.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_int.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_int.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_int_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_int_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/repeat_interleave_int_doc.yaml""]"
repeat_interleave_tensor::RepeatInterleaveTensor,repeat_interleave_tensor,RepeatInterleaveTensor,repeat_interleave_tensor_op.yaml,mindspore/ops/op_def/yaml/repeat_interleave_tensor_op.yaml,RepeatInterleaveTensor,True,customize,RepeatInterleaveTensorAscend,"[""aclnnRepeatInterleave"", ""aclnnRepeatInterleaveWithDim""]",customize_source,true,true,true,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/repeat_interleave_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/repeat_interleave_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_tensor.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/repeat_interleave_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_tensor_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/repeat_interleave_tensor_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/repeat_interleave_tensor_doc.yaml""]"
replication_pad_1d::ReplicationPad1D,replication_pad_1d,ReplicationPad1D,replication_pad_1d_op.yaml,mindspore/ops/op_def/yaml/replication_pad_1d_op.yaml,ReplicationPad1D,True,auto_generate,default,"[""aclnnReplicationPad1d""]","aclnn_config,auto_generate_source",true,true,true,true,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_1d.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_1d.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_1d.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_1d_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_1d_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]",[],[],[],[]
replication_pad_1d_grad::ReplicationPad1DGrad,replication_pad_1d_grad,ReplicationPad1DGrad,replication_pad_1d_grad_op.yaml,mindspore/ops/op_def/yaml/replication_pad_1d_grad_op.yaml,ReplicationPad1DGrad,True,auto_generate,default,"[""aclnnReplicationPad1dBackward""]","aclnn_config,auto_generate_source",true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_1d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_1d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_1d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_1d_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_1d_grad_aclnn_kernel.h""]",[],[],[],[],[]
replication_pad_2d::ReplicationPad2D,replication_pad_2d,ReplicationPad2D,replication_pad_2d_op.yaml,mindspore/ops/op_def/yaml/replication_pad_2d_op.yaml,ReplicationPad2D,True,auto_generate,default,"[""aclnnReplicationPad2d""]","aclnn_config,auto_generate_source",true,true,true,true,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_2d.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_2d.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_2d.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_2d_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_2d_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]",[],[],[],[]
replication_pad_2d_grad::ReplicationPad2DGrad,replication_pad_2d_grad,ReplicationPad2DGrad,replication_pad_2d_grad_op.yaml,mindspore/ops/op_def/yaml/replication_pad_2d_grad_op.yaml,ReplicationPad2DGrad,True,auto_generate,default,"[""aclnnReplicationPad2dBackward""]","aclnn_config,auto_generate_source",true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_2d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_2d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_2d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_2d_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_2d_grad_aclnn_kernel.h""]",[],[],[],[],[]
replication_pad_3d::ReplicationPad3D,replication_pad_3d,ReplicationPad3D,replication_pad_3d_op.yaml,mindspore/ops/op_def/yaml/replication_pad_3d_op.yaml,ReplicationPad3D,True,auto_generate,default,"[""aclnnReplicationPad3d""]","aclnn_config,auto_generate_source",true,true,true,true,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_3d.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_3d.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_3d.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_3d_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_3d_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]",[],[],[],[]
replication_pad_3d_grad::ReplicationPad3DGrad,replication_pad_3d_grad,ReplicationPad3DGrad,replication_pad_3d_grad_op.yaml,mindspore/ops/op_def/yaml/replication_pad_3d_grad_op.yaml,ReplicationPad3DGrad,True,auto_generate,default,"[""aclnnReplicationPad3dBackward""]","aclnn_config,auto_generate_source",true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/replication_pad_3d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/replication_pad_3d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/replication_pad_3d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_3d_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/replication_pad_3d_grad_aclnn_kernel.h""]",[],[],[],[],[]
reshape::Reshape,reshape,Reshape,reshape_op.yaml,mindspore/ops/op_def/yaml/reshape_op.yaml,Reshape,True,auto_generate,default,"[""aclnnReshape""]",default_guess,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/reshape.cc"", ""mindspore/ops/infer/ops_func_impl/reshape.cc"", ""mindspore/ops/infer/ops_func_impl/reshape.h"", ""mindspore/ops/infer/symbol_ops_impl/reshape.cc"", ""mindspore/ops/infer/symbol_ops_impl/reshape.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_reshape.cc"", ""tests/ut/cpp/ops/view/test_reshape.cc""]","[""tests/st/ops/gpu/test_reshape_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/reshape_doc.yaml""]"
reshape_and_cache::ReshapeAndCache,reshape_and_cache,ReshapeAndCache,reshape_and_cache_op.yaml,mindspore/ops/op_def/yaml/reshape_and_cache_op.yaml,ReshapeAndCache,True,auto_generate,default,"[""aclnnReshapeAndCache""]",auto_generate_source,true,true,true,false,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/reshape_and_cache.cc"", ""mindspore/ops/infer/ops_func_impl/reshape_and_cache.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/reshape_and_cache.h"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/internal/auto_generate/reshape_and_cache.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]",[],"[""tests/ut/cpp/ops/test_ops_reshape_and_cache.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/reshape_and_cache_doc.yaml""]"
resize_bicubic::ResizeBicubic,resize_bicubic,ResizeBicubic,resize_bicubic_op.yaml,mindspore/ops/op_def/yaml/resize_bicubic_op.yaml,ResizeBicubic,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_bicubic.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_image_ops.cc""]",[],"[""tests/st/ops/gpu/test_resize_bicubic_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_bicubic_doc.yaml""]"
resize_bicubic_grad::ResizeBicubicGrad,resize_bicubic_grad,ResizeBicubicGrad,resize_bicubic_grad_op.yaml,mindspore/ops/op_def/yaml/resize_bicubic_grad_op.yaml,ResizeBicubicGrad,False,unsupported,,[],,true,false,false,false,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_bicubic_grad.cc"", ""mindspore/ops/infer/ops_func_impl/resize_bicubic_grad.h""]",[],[],[],[],"[""tests/st/ops/gpu/test_resize_bicubic_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_bicubic_grad_doc.yaml""]"
resize_bilinear_grad::ResizeBilinearGrad,resize_bilinear_grad,ResizeBilinearGrad,resize_bilinear_grad_op.yaml,mindspore/ops/op_def/yaml/resize_bilinear_grad_op.yaml,ResizeBilinearGrad,False,unsupported,,[],,true,false,false,false,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_bilinear_grad.cc"", ""mindspore/ops/infer/ops_func_impl/resize_bilinear_grad.h""]",[],[],[],[],"[""tests/st/ops/cpu/test_resize_bilinear_grad_op.py"", ""tests/st/ops/gpu/test_resize_bilinear_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_bilinear_grad_doc.yaml""]"
resize_bilinear_v2::ResizeBilinearV2,resize_bilinear_v2,ResizeBilinearV2,resize_bilinear_v2_op.yaml,mindspore/ops/op_def/yaml/resize_bilinear_v2_op.yaml,ResizeBilinearV2,False,unsupported,,[],,true,false,false,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_bilinear_v2.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_inner_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/resize_bilinear_v2_doc.yaml""]"
resize_d::ResizeD,resize_d,ResizeD,resize_d_op.yaml,mindspore/ops/op_def/yaml/resize_d_op.yaml,ResizeD,False,unsupported,,[],,true,false,false,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/resize_d.cc"", ""mindspore/ops/infer/ops_func_impl/resize_d.h""]",[],[],[],[],[],[],[]
resize_linear_1d::ResizeLinear1D,resize_linear_1d,ResizeLinear1D,resize_linear_1d_op.yaml,mindspore/ops/op_def/yaml/resize_linear_1d_op.yaml,ResizeLinear1D,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_linear_1d.cc"", ""mindspore/ops/infer/ops_func_impl/resize_linear_1d.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_resize_linear_1d.cc""]","[""tests/st/ops/cpu/test_resize_linear_1d_op.py"", ""tests/st/ops/gpu/test_resize_linear_1d_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_linear_1d_doc.yaml""]"
resize_linear_1d_grad::ResizeLinear1DGrad,resize_linear_1d_grad,ResizeLinear1DGrad,resize_linear_1d_grad_op.yaml,mindspore/ops/op_def/yaml/resize_linear_1d_grad_op.yaml,ResizeLinear1DGrad,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_linear_1d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/resize_linear_1d_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_resize_linear_1d_grad.cc""]","[""tests/st/ops/cpu/test_resize_linear_1d_grad_op.py"", ""tests/st/ops/gpu/test_resize_linear_1d_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_linear_1d_grad_doc.yaml""]"
resize_nearest_neighbor::ResizeNearestNeighbor,resize_nearest_neighbor,ResizeNearestNeighbor,resize_nearest_neighbor_op.yaml,mindspore/ops/op_def/yaml/resize_nearest_neighbor_op.yaml,ResizeNearestNeighbor,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_nearest_neighbor.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_resize_nearest_neighbor.cc""]","[""tests/st/ops/ascend/test_tbe_ops/test_resize_nearest_neighbor.py"", ""tests/st/ops/cpu/test_resize_nearest_neighbor_op.py"", ""tests/st/ops/gpu/test_resize_nearest_neighbor_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_nearest_neighbor_doc.yaml""]"
resize_nearest_neighbor_grad::ResizeNearestNeighborGrad,resize_nearest_neighbor_grad,ResizeNearestNeighborGrad,resize_nearest_neighbor_grad_op.yaml,mindspore/ops/op_def/yaml/resize_nearest_neighbor_grad_op.yaml,ResizeNearestNeighborGrad,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_nearest_neighbor_grad.cc"", ""mindspore/ops/infer/ops_func_impl/resize_nearest_neighbor_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_resize_nearest_neighbor_grad.cc""]","[""tests/st/ops/ascend/test_tbe_ops/test_resize_nearest_neighbor_grad.py"", ""tests/st/ops/cpu/test_resize_nearest_neighbor_grad_op.py"", ""tests/st/ops/gpu/test_resize_nearest_neighbor_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_nearest_neighbor_grad_doc.yaml""]"
resize_nearest_neighbor_v2::ResizeNearestNeighborV2,resize_nearest_neighbor_v2,ResizeNearestNeighborV2,resize_nearest_neighbor_v2_op.yaml,mindspore/ops/op_def/yaml/resize_nearest_neighbor_v2_op.yaml,ResizeNearestNeighborV2,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_nearest_neighbor_v2.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],"[""tests/st/ops/dynamic_shape/grad/test_resize_nearest_neighbor_v2.py""]",[],"[""mindspore/ops/op_def/yaml/doc/resize_nearest_neighbor_v2_doc.yaml""]"
resize_nearest_neighbor_v2_grad::ResizeNearestNeighborV2Grad,resize_nearest_neighbor_v2_grad,ResizeNearestNeighborV2Grad,resize_nearest_neighbor_v2_grad_op.yaml,mindspore/ops/op_def/yaml/resize_nearest_neighbor_v2_grad_op.yaml,ResizeNearestNeighborV2Grad,False,unsupported,,[],,true,false,false,false,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/resize_nearest_neighbor_v2_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_resize_nearest_neighbor_v2_grad.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/resize_nearest_neighbor_v2_grad_doc.yaml""]"
reverse_v2::ReverseV2,reverse_v2,ReverseV2,reverse_v2_op.yaml,mindspore/ops/op_def/yaml/reverse_v2_op.yaml,ReverseV2,True,auto_generate,default,"[""aclnnFlip""]","aclnn_config,auto_generate_source",true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/reverse_v2.cc"", ""mindspore/ops/infer/ops_func_impl/reverse_v2.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/reverse_v2.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/reverse_v2_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/reverse_v2_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_reverse_v2.cc""]","[""tests/st/ops/gpu/test_reverse_v2_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/reverse_v2_doc.yaml""]"
rfft::RFFT,rfft,RFFT,rfft_op.yaml,mindspore/ops/op_def/yaml/rfft_op.yaml,RFFT,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/rfft.cc"", ""mindspore/ops/infer/ops_func_impl/rfft.h"", ""mindspore/ops/infer/rfft.cc"", ""mindspore/ops/infer/rfft.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_rfft.cc""]","[""tests/st/ops/test_ops_rfft.py""]",[],"[""mindspore/ops/op_def/yaml/doc/rfft_doc.yaml""]"
