coverage_key,op,primitive,op_branch,op_yaml_path,class_name,dispatch_enable,dispatch_kind,dispatch_ascend,aclnn,aclnn_source,infer,pyboost,kbk,bprop,ut,st,docs_cn,docs_en,infer_evidence,pyboost_evidence,kbk_evidence,bprop_evidence,ut_evidence,st_evidence,docs_cn_evidence,docs_en_evidence
empty::Empty,empty,Empty,empty_op.yaml,mindspore/ops/op_def/yaml/empty_op.yaml,Empty,True,customize,EmptyAscend,"[""aclnnEmpty""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/empty.cc"", ""mindspore/ops/infer/ops_func_impl/empty.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/empty.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/empty.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/empty_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/empty_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_empty.cc""]",[],[],"[""mindspore/ops/api_def/function_doc/empty_doc.yaml""]"
empty_like::EmptyLike,empty_like,EmptyLike,empty_like_op.yaml,mindspore/ops/op_def/yaml/empty_like_op.yaml,EmptyLike,True,customize,EmptyLikeAscend,"[""aclnnEmptyLike""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/empty_like.cc"", ""mindspore/ops/infer/ops_func_impl/empty_like.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/empty_like.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/empty_like.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/empty_like_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/empty_like_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_empty_like.cc""]",[],[],"[""mindspore/ops/api_def/function_doc/empty_like_doc.yaml""]"
eq_scalar::EqScalar,eq_scalar,EqScalar,eq_scalar_op.yaml,mindspore/ops/op_def/yaml/eq_scalar_op.yaml,EqScalar,True,auto_generate,default,"[""aclnnEqScalar""]",default_guess,true,true,false,true,true,false,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/eq_scalar.cc"", ""mindspore/ops/infer/ops_func_impl/eq_scalar.cc"", ""mindspore/ops/infer/ops_func_impl/eq_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/eq_scalar.h""]",[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_eq_scalar.cc""]",[],[],[]
equal::Equal,equal,Equal,equal_op.yaml,mindspore/ops/op_def/yaml/equal_op.yaml,Equal,True,auto_generate,default,"[""aclnnEqTensor""]","aclnn_config,auto_generate_source",true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/equal.cc"", ""mindspore/ops/infer/ops_func_impl/equal.cc"", ""mindspore/ops/infer/ops_func_impl/equal.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/equal.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_equal.cc""]","[""tests/st/ops/ascend/test_equal_op.py"", ""tests/st/ops/cpu/test_equal_op.py"", ""tests/st/ops/gpu/test_equal_op.py"", ""tests/st/ops/test_ops_equal.py""]",[],"[""mindspore/ops/op_def/yaml/doc/equal_doc.yaml""]"
equal_ext::EqualExt,equal_ext,EqualExt,equal_ext_op.yaml,mindspore/ops/op_def/yaml/equal_ext_op.yaml,EqualExt,True,auto_generate,default,"[""aclnnEqual""]","aclnn_config,auto_generate_source",true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/equal_ext.cc"", ""mindspore/ops/infer/ops_func_impl/equal_ext.cc"", ""mindspore/ops/infer/ops_func_impl/equal_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/equal_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_equal_ext.cc""]",[],[],[]
erf::Erf,erf,Erf,erf_op.yaml,mindspore/ops/op_def/yaml/erf_op.yaml,Erf,True,auto_generate,default,"[""aclnnErf""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/erf.cc"", ""mindspore/ops/infer/ops_func_impl/erf.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/erf.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_erf.cc""]","[""tests/st/ops/cpu/test_erf_op.py"", ""tests/st/ops/gpu/test_erf_op.py"", ""tests/st/ops/test_ops_erf.py""]",[],"[""mindspore/ops/op_def/yaml/doc/erf_doc.yaml""]"
erfc::Erfc,erfc,Erfc,erfc_op.yaml,mindspore/ops/op_def/yaml/erfc_op.yaml,Erfc,True,auto_generate,default,"[""aclnnErfc""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/erfc.cc"", ""mindspore/ops/infer/ops_func_impl/erfc.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/erfc.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_erfc.cc""]","[""tests/st/ops/cpu/test_erfc_op.py"", ""tests/st/ops/gpu/test_erfc_op.py"", ""tests/st/ops/test_ops_erfc.py""]",[],"[""mindspore/ops/op_def/yaml/doc/erfc_doc.yaml""]"
erfinv::Erfinv,erfinv,Erfinv,erfinv_op.yaml,mindspore/ops/op_def/yaml/erfinv_op.yaml,Erfinv,True,auto_generate,default,"[""aclnnErfinv""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/erfinv.cc"", ""mindspore/ops/infer/ops_func_impl/erfinv.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/erfinv.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_erfinv.cc""]","[""tests/st/ops/ascend/test_erfinv_op.py"", ""tests/st/ops/cpu/test_erfinv_op.py"", ""tests/st/ops/gpu/test_erfinv_op.py"", ""tests/st/ops/test_ops_erfinv.py""]",[],"[""mindspore/ops/op_def/yaml/doc/erfinv_doc.yaml""]"
exp::Exp,exp,Exp,exp_op.yaml,mindspore/ops/op_def/yaml/exp_op.yaml,Exp,True,auto_generate,default,"[""aclnnExp""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/exp.cc"", ""mindspore/ops/infer/ops_func_impl/exp.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/exp.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_exp.cc""]","[""tests/st/ops/ascend/test_exp_op.py"", ""tests/st/ops/cpu/test_exp_op.py"", ""tests/st/ops/gpu/test_exp_op.py"", ""tests/st/ops/test_ops_exp.py""]",[],"[""mindspore/ops/op_def/yaml/doc/exp_doc.yaml""]"
exp2::Exp2,exp2,Exp2,exp2_op.yaml,mindspore/ops/op_def/yaml/exp2_op.yaml,Exp2,True,auto_generate,default,"[""aclnnExp2""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/exp2.cc"", ""mindspore/ops/infer/ops_func_impl/exp2.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/exp2.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_exp2.cc""]","[""tests/st/ops/test_ops_exp2.py""]",[],"[""mindspore/ops/op_def/yaml/doc/exp2_doc.yaml""]"
expand_as::ExpandAs,expand_as,ExpandAs,expand_as_op.yaml,mindspore/ops/op_def/yaml/expand_as_op.yaml,ExpandAs,True,auto_generate,default,"[""aclnnExpandAs""]",default_guess,true,false,false,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/expand_as.cc"", ""mindspore/ops/infer/ops_func_impl/expand_as.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/view/test_expand_as.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/expand_as_doc.yaml""]"
expand_dims::ExpandDims,expand_dims,ExpandDims,expand_dims_op.yaml,mindspore/ops/op_def/yaml/expand_dims_op.yaml,ExpandDims,True,auto_generate,default,"[""aclnnExpandDims""]",default_guess,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/expand_dims.cc"", ""mindspore/ops/infer/ops_func_impl/expand_dims.h"", ""mindspore/ops/infer/symbol_ops_impl/expand_dims.cc""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_expand_dims.cc"", ""tests/ut/cpp/ops/view/test_expand_dims.cc""]","[""tests/st/ops/ascend/test_aicpu_ops/test_expand_dims.py"", ""tests/st/ops/cpu/test_expand_dims.py"", ""tests/st/ops/gpu/test_expand_dims.py""]",[],"[""mindspore/ops/op_def/yaml/doc/expand_dims_doc.yaml""]"
expand_dims_view::ExpandDimsView,expand_dims_view,ExpandDimsView,expand_dims_view_op.yaml,mindspore/ops/op_def/yaml/expand_dims_view_op.yaml,ExpandDimsView,True,auto_generate,default,"[""aclnnExpandDimsView""]",default_guess,true,false,false,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/expand_dims_view.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/expand_dims_view_doc.yaml""]"
expm1::Expm1,expm1,Expm1,expm1_op.yaml,mindspore/ops/op_def/yaml/expm1_op.yaml,Expm1,True,auto_generate,default,"[""aclnnExpm1""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/expm1.cc"", ""mindspore/ops/infer/ops_func_impl/expm1.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/expm1.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_expm1.cc""]","[""tests/st/ops/ascend/test_expm1_op.py"", ""tests/st/ops/cpu/test_expm1_op.py"", ""tests/st/ops/gpu/test_expm1_op.py"", ""tests/st/ops/test_ops_expm1.py""]",[],"[""mindspore/ops/op_def/yaml/doc/expm1_doc.yaml""]"
extract_image_patches::ExtractImagePatches,extract_image_patches,ExtractImagePatches,extract_image_patches_op.yaml,mindspore/ops/op_def/yaml/extract_image_patches_op.yaml,ExtractImagePatches,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/extract_image_patches.cc"", ""mindspore/ops/infer/ops_func_impl/extract_image_patches.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_extract_image_patches.cc""]","[""tests/st/ops/dynamic_shape/grad/test_extract_image_patches.py"", ""tests/st/ops/gpu/test_extract_image_patches_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/extract_image_patches_doc.yaml""]"
eye::Eye,eye,Eye,eye_op.yaml,mindspore/ops/op_def/yaml/eye_op.yaml,Eye,True,customize,EyeAscend,"[""aclnnEye""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/eye.cc"", ""mindspore/ops/infer/ops_func_impl/eye.cc"", ""mindspore/ops/infer/ops_func_impl/eye.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/eye.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/eye.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/eye_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/eye_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_eye.cc""]","[""tests/st/ops/test_ops_eye.py""]",[],"[""mindspore/ops/op_def/yaml/doc/eye_doc.yaml""]"
fast_gelu::FastGeLU,fast_gelu,FastGeLU,fast_gelu_op.yaml,mindspore/ops/op_def/yaml/fast_gelu_op.yaml,FastGeLU,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fast_gelu.cc"", ""mindspore/ops/infer/ops_func_impl/fast_gelu.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fast_gelu.cc""]","[""tests/st/ops/ascend/test_tbe_ops/test_fast_gelu.py"", ""tests/st/ops/cpu/test_fast_gelu_op.py"", ""tests/st/ops/gpu/test_fast_gelu_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fast_gelu_doc.yaml""]"
fast_gelu_grad::FastGeLUGrad,fast_gelu_grad,FastGeLUGrad,fast_gelu_grad_op.yaml,mindspore/ops/op_def/yaml/fast_gelu_grad_op.yaml,FastGeLUGrad,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fast_gelu_grad.cc"", ""mindspore/ops/infer/ops_func_impl/fast_gelu_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_fast_gelu_grad.cc""]","[""tests/st/ops/cpu/test_fast_gelu_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fast_gelu_grad_doc.yaml""]"
ffn_ext::FFNExt,ffn_ext,FFNExt,ffn_ext_op.yaml,mindspore/ops/op_def/yaml/ffn_ext_op.yaml,FFNExt,True,customize,FFNExtAscend,"[""aclnnFFN""]",customize_source,true,true,true,false,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/ffn_ext.cc"", ""mindspore/ops/infer/ops_func_impl/ffn_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/ffn_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/ffn_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/ffn_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/ffn_ext_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_ffnext.cc""]",[],[],[]
fft::FFT,fft,FFT,fft_op.yaml,mindspore/ops/op_def/yaml/fft_op.yaml,FFT,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fft.cc"", ""mindspore/ops/infer/ops_func_impl/fft.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fft.cc""]","[""tests/st/ops/gpu/test_fft_op.py"", ""tests/st/ops/test_ops_fft.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fft_doc.yaml""]"
fft2::FFT2,fft2,FFT2,fft2_op.yaml,mindspore/ops/op_def/yaml/fft2_op.yaml,FFT2,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fft2.cc"", ""mindspore/ops/infer/ops_func_impl/fft2.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fft2.cc""]","[""tests/st/ops/test_ops_fft2.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fft2_doc.yaml""]"
fft_ortho::FFTOrtho,fft_ortho,FFTOrtho,fft_ortho_op.yaml,mindspore/ops/op_def/yaml/fft_ortho_op.yaml,FFTOrtho,False,unsupported,,[],,true,false,false,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/fft_ortho.cc"", ""mindspore/ops/infer/ops_func_impl/fft_ortho.h""]",[],[],[],[],[],[],[]
fft_shapecopy::FFTShapeCopy,fft_shapecopy,FFTShapeCopy,fft_shapecopy_op.yaml,mindspore/ops/op_def/yaml/fft_shapecopy_op.yaml,FFTShapeCopy,False,unsupported,,[],,true,false,false,false,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/fft_shapecopy.cc"", ""mindspore/ops/infer/ops_func_impl/fft_shapecopy.h""]",[],[],[],[],[],[],"[""mindspore/ops/op_def/yaml/doc/fft_shapecopy_doc.yaml""]"
fft_with_size::FFTWithSize,fft_with_size,FFTWithSize,fft_with_size_op.yaml,mindspore/ops/op_def/yaml/fft_with_size_op.yaml,FFTWithSize,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fft_with_size.cc"", ""mindspore/ops/infer/ops_func_impl/fft_with_size.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_fft_with_size.cc""]","[""tests/st/ops/ascend/test_fftwithsize.py"", ""tests/st/ops/cpu/test_fftwithsize.py"", ""tests/st/ops/gpu/test_fftwithsize.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fft_with_size_doc.yaml""]"
fftfreq::FFTFreq,fftfreq,FFTFreq,fftfreq_op.yaml,mindspore/ops/op_def/yaml/fftfreq_op.yaml,FFTFreq,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fftfreq.cc"", ""mindspore/ops/infer/ops_func_impl/fftfreq.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fftfreq.cc""]","[""tests/st/ops/test_ops_fftfreq.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fftfreq_doc.yaml""]"
fftn::FFTN,fftn,FFTN,fftn_op.yaml,mindspore/ops/op_def/yaml/fftn_op.yaml,FFTN,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fftn.cc"", ""mindspore/ops/infer/ops_func_impl/fftn.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fftn.cc""]","[""tests/st/ops/test_ops_fftn.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fftn_doc.yaml""]"
fftshift::FFTShift,fftshift,FFTShift,fftshift_op.yaml,mindspore/ops/op_def/yaml/fftshift_op.yaml,FFTShift,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/fftshift.cc"", ""mindspore/ops/infer/ops_func_impl/fftshift.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_fftshift.cc""]","[""tests/st/ops/test_ops_fftshift.py""]",[],"[""mindspore/ops/op_def/yaml/doc/fftshift_doc.yaml""]"
fill_scalar::FillScalar,fill_scalar,FillScalar,fill_scalar_op.yaml,mindspore/ops/op_def/yaml/fill_scalar_op.yaml,FillScalar,True,customize,FillScalarAscend,"[""aclnnInplaceFillScalar""]",customize_source,true,true,true,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/fill_scalar.cc"", ""mindspore/ops/infer/ops_func_impl/fill_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/fill_scalar.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/fill_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/fill_scalar_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/fill_scalar_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_inner_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/fill_scalar_doc.yaml""]"
fill_tensor::FillTensor,fill_tensor,FillTensor,fill_tensor_op.yaml,mindspore/ops/op_def/yaml/fill_tensor_op.yaml,FillTensor,True,customize,FillTensorAscend,"[""aclnnInplaceFillScalar"", ""aclnnInplaceFillTensor""]",customize_source,true,true,true,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/fill_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/fill_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/fill_tensor.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/fill_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/fill_tensor_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/fill_tensor_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_inner_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/fill_tensor_doc.yaml""]"
flash_attention_score::FlashAttentionScore,flash_attention_score,FlashAttentionScore,flash_attention_score_op.yaml,mindspore/ops/op_def/yaml/flash_attention_score_op.yaml,FlashAttentionScore,True,customize,FlashAttentionScoreAscend,"[""aclnnFlashAttentionScore"", ""aclnnFlashAttentionVarLenScore""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/flash_attention_score.cc"", ""mindspore/ops/infer/ops_func_impl/flash_attention_score.h"", ""mindspore/ops/infer/symbol_ops_impl/flash_attention_score.cc""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/flash_attention_score.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/flash_attention_score.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/flash_attention_score_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/flash_attention_score_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_flash_attention_score.cc""]","[""tests/st/ops/test_ops_flash_attention_score.py""]",[],"[""mindspore/ops/op_def/yaml/doc/flash_attention_score_doc.yaml""]"
flash_attention_score_grad::FlashAttentionScoreGrad,flash_attention_score_grad,FlashAttentionScoreGrad,flash_attention_score_grad_op.yaml,mindspore/ops/op_def/yaml/flash_attention_score_grad_op.yaml,FlashAttentionScoreGrad,True,customize,FlashAttentionScoreGradAscend,"[""aclnnFlashAttentionScoreGrad"", ""aclnnFlashAttentionUnpaddingScoreGrad""]",customize_source,true,true,true,false,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/flash_attention_score_grad.cc"", ""mindspore/ops/infer/ops_func_impl/flash_attention_score_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/flash_attention_score_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/flash_attention_score_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/flash_attention_score_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/flash_attention_score_grad_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_flash_attention_score_grad.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/flash_attention_score_grad_doc.yaml""]"
flatten::Flatten,flatten,Flatten,flatten_op.yaml,mindspore/ops/op_def/yaml/flatten_op.yaml,Flatten,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/flatten.cc"", ""mindspore/ops/infer/ops_func_impl/flatten.h"", ""mindspore/ops/infer/symbol_ops_impl/flatten.cc""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_flatten.cc""]","[""tests/st/ops/ascend/test_aicpu_ops/test_flatten.py"", ""tests/st/ops/cpu/test_flatten_op.py"", ""tests/st/ops/gpu/test_flatten_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/flatten_doc.yaml""]"
flatten_ext::FlattenExt,flatten_ext,FlattenExt,flatten_ext_op.yaml,mindspore/ops/op_def/yaml/flatten_ext_op.yaml,FlattenExt,True,auto_generate,default,"[""aclnnFlattenExt""]",default_guess,true,false,false,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/flatten_ext.cc"", ""mindspore/ops/infer/ops_func_impl/flatten_ext.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_flatten_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/flatten_ext_doc.yaml""]"
